Account ID,,,,,,,,,,,,,
43546666-87bf-47d5-ac3c-735186a6dfe1,,,,,,,,,,,,,
Reporting Period,Accounting Period,Artist(s),Release,Track,UPC,ISRC,Partner,Country,Type,Units,Revenue (USD),Revenue Share (%),Split Pay Share (%)
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,,Unknown Stream,1,0.0002513,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0034816,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,1,0.0065064,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,3,0.0195192,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0065064,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0065064,80,100
2025-05,2025-07,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0065064,80,100
2025-05,2025-08,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Facebook,BR,Unknown Stream,1,0.0000009,80,100
2025-06,2025-08,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0033224,80,100
2025-06,2025-08,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,2,0.0067872,80,100
2025-06,2025-08,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0033224,80,100
2025-06,2025-08,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0033224,80,100
2025-06,2025-08,,,A Ver,,QM42K2309623,YouTube Music,MX,YouTube Music Ad Views,1,0.0000311,80,100
2025-06,2025-08,,,Sin Tiempo,,QM42K2355776,YouTube Music,RU,YouTube Music Ad Views,1,0,80,100
2025-06,2025-08,,,Sé Que,,QZMHN2381628,YouTube Music,VN,YouTube Music Ad Views,2,0.0004998,80,100
2025-06,2025-08,,,Quédate,,QM42K2355071,YouTube Music,AR,YouTube Music Ad Views,1,0,80,100
2025-06,2025-08,,,Déjenme,,QZS632379385,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.0062416,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,2,0.0097776,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0031208,80,100
2025-07,2025-09,,,Sé Que,,QZMHN2381628,YouTube Music,HN,YouTube Music Ad Views,1,0,80,100
2025-07,2025-09,,,Quédate,,QM42K2355071,YouTube Music,KZ,YouTube Music Ad Views,1,0,80,100
2025-07,2025-09,,,Déjenme,,QZS632379385,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2025-08,2025-10,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,MX,Unknown Stream,1,0.0014187,80,100
2025-08,2025-10,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,MX,Unknown Stream,1,0.0011763,80,100
2025-08,2025-10,,,Sin Tiempo,,QM42K2355776,YouTube Music,NL,Content ID - Sound Recording Ad Views,1,0,80,100
2025-08,2025-10,,,Sin Tiempo,,QM42K2355776,YouTube Music,NO,Content ID - Sound Recording Ad Views,1,0,80,100
2025-08,2025-10,,,Sin Tiempo,,QM42K2355776,YouTube Music,RU,Content ID - Sound Recording Ad Views,4,0,80,100
2025-08,2025-10,,,Sin Tiempo,,QM42K2355776,YouTube Music,UZ,Content ID - Sound Recording Ad Views,1,0,80,100
2025-08,2025-10,,,Quédate,,QM42K2355071,YouTube Music,KG,YouTube Music Ad Views,1,0,80,100
2025-08,2025-10,,,Déjenme,,QZS632379385,YouTube Music,PE,YouTube Music Ad Views,1,0,80,100
2025-09,2025-11,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.008193,100,100
2025-09,2025-11,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.008193,100,100
2025-11,2026-01,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Deezer,FR,Unknown Stream,1,0.0009057,100,100
2025-11,2026-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.008348,100,100
2025-11,2026-01,,,Sin Tiempo,,QM42K2355776,YouTube Music,US,YouTube Music Sub Views,1,0.0077374,100,100
2025-12,2026-02,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.005027,100,100
